Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,active_addresses,hash_rate,tx_count,miners_revenue,google_interest,time_frame
2025-04-20,591.57,595.0,587.0,592.42,343875.49,BNB,203273308.7823,488843,0.0,37.0,,753499802.4397362,468737.0,32997150.701480925,72.0,1d
2025-04-21,592.43,608.49,592.28,596.88,579113.18,BNB,347483493.2061,766151,-7.252666666666666e-05,39.0,,,,,,1d
2025-04-22,596.88,620.26,594.34,618.27,651271.21,BNB,395169743.5073,844488,-0.00011267666666666667,47.0,,,,,,1d
2025-04-23,618.27,619.94,601.12,605.45,823596.78,BNB,502857032.4126,1083895,0.0,72.0,,698365670.5539016,418203.0,34345867.712945186,,1d
2025-04-24,605.45,606.79,592.52,601.26,556519.27,BNB,333852957.3584,886032,0.0,63.0,,,,,,1d
2025-04-25,601.26,609.91,596.67,599.57,582777.65,BNB,352413197.7707,900746,0.0,60.0,,,,,,1d
2025-04-26,599.56,609.56,598.93,607.18,360399.89,BNB,217794125.03,661594,-1.724e-05,65.0,,814759948.9795519,321357.0,39716472.20651905,,1d
2025-04-27,607.17,608.68,595.86,603.63,412719.88,BNB,248319635.5366,689419,-5.2883333333333336e-05,61.0,,,,,74.0,1d
2025-04-28,603.62,608.16,598.01,605.99,473275.38,BNB,285678032.338,701308,0.0,54.0,,,,,,1d
2025-04-29,605.98,610.8,597.53,600.67,542226.12,BNB,327656294.5953,734206,-1.5043333333333334e-05,60.0,,894398139.4813126,467725.0,43904118.875818565,,1d
2025-04-30,600.67,604.42,591.0,599.21,500454.61,BNB,299749123.5437,676808,-7.966333333333333e-05,56.0,,,,,,1d
2025-05-01,599.21,605.5,597.64,599.14,443178.23,BNB,266598061.585,579372,-0.00016576666666666667,53.0,,,,,,1d
2025-05-02,599.14,603.5,595.0,600.6,408496.64,BNB,244789101.4216,601167,-6.711666666666667e-05,67.0,,974036329.9830736,379268.0,49317846.31045347,,1d
2025-05-03,600.61,601.11,595.0,599.07,301085.05,BNB,180015957.6449,461486,-1.3800000000000002e-05,65.0,,,,,,1d
2025-05-04,599.07,600.25,584.16,585.65,473877.0,BNB,280427251.0989,626269,-0.00018124333333333336,64.0,,,,,73.0,1d
