Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,active_addresses,hash_rate,tx_count,miners_revenue,google_interest,time_frame
2025-10-11,112715.0,113300.1,109501.0,110579.1,163671.59,BTC,18268163074.1344,4650728,6.822333333333333e-05,27.0,,1102245923.9843652,444087.0,53304513.956858695,,1d
2025-10-12,110579.1,115730.3,109509.3,114894.4,217928.037,BTC,24571794294.0169,5262712,-3.701666666666666e-05,24.0,,,,,52.0,1d
2025-10-13,114894.5,115912.0,113600.5,115111.9,195996.783,BTC,22509504374.6067,4656609,-1.2426666666666666e-05,38.0,,,,,,1d
2025-10-14,115112.0,115360.2,109802.0,112983.8,259244.496,BTC,29101159307.8663,5960214,-2.609e-05,38.0,,,,62702029.02424291,,1d
2025-10-15,112983.9,113576.1,110096.9,110699.0,131777.09,BTC,14722103584.389,4671881,-4.089999999999999e-06,34.0,,,,,,1d
2025-10-16,110699.1,111960.0,107350.0,108129.4,193544.785,BTC,21245415629.6721,6043222,-2.6583333333333333e-05,28.0,,,,,,1d
2025-10-17,108129.4,109199.8,103470.0,106378.6,242789.692,BTC,25744733284.1127,6936137,-4.033333333333333e-06,22.0,,,,55014779.838728644,,1d
2025-10-18,106378.5,107452.6,106270.0,107117.5,68509.903,BTC,7319254840.618,2088885,-4.958666666666667e-05,23.0,,,,,,1d
2025-10-19,107117.5,109399.9,106055.8,108586.2,113473.72,BTC,12227415542.3371,3182090,9.626666666666665e-06,29.0,,,,,34.0,1d
2025-10-20,108586.2,111650.0,107377.2,110469.9,139646.949,BTC,15403876134.7218,4408575,-9.600000000000001e-06,29.0,,,,57476921.76238207,,1d
2025-10-21,110469.9,113940.0,107400.0,108253.7,241127.426,BTC,26588100130.4652,6899664,-1.9503333333333334e-05,34.0,,,,,,1d
2025-10-22,108253.8,109160.0,106360.3,107532.0,180893.983,BTC,19528248919.2056,5662544,1.3116666666666664e-05,25.0,,,,,,1d
2025-10-23,107532.1,111240.0,107462.9,110025.9,129640.717,BTC,14194391374.774,4205445,5.172333333333333e-05,27.0,,,,48853931.9317649,,1d
2025-10-24,110026.0,112086.0,109650.0,110965.4,110759.532,BTC,12266995720.6384,3645127,2.7993333333333335e-05,30.0,,,,,,1d
2025-10-25,110965.4,111903.9,110600.5,111589.4,45269.483,BTC,5042907497.6125,1390771,4.024666666666667e-05,37.0,,,,,,1d
2025-10-26,111589.4,115521.7,111200.0,114497.8,97335.387,BTC,11025832161.8245,2690149,3.1140000000000003e-05,40.0,,,,52688113.772418,31.0,1d
2025-10-27,114497.9,116380.2,113792.4,114064.1,118611.612,BTC,13655124505.5205,3606096,9.101333333333334e-05,51.0,,,,,,1d
2025-10-28,114064.2,114500.1,113477.5,113899.7,17397.179,BTC,1982761406.2478,581957,6.059e-05,50.0,,,,,,1d
